"Werner Dreibus";"DIE LINKE";1947;"Hessen";;"20. Juni 1947";"http://www.werner-dreibus.de";"werner.dreibus@bundestag.de"
"Elvira Drobinski-Weiß";"SPD";1951;"Baden-Württemberg";;"26. Juni 1951";"http://www.elvira-drobinski-weiss.de";"elvira.drobinski-weiß@bundestag.de"
"Garrelt Duin";"SPD";1968;"Niedersachsen";"Aurich – Emden";"2. April 1968";"http://www.garreltduin.de/";"garrelt.duin@bundestag.de"
"Mechthild Dyckmans";"FDP";1950;"Hessen";;"26. Dezember 1950";"http://www.dyckmans.de/";"mechthild.dyckmans@bundestag.de"
"Harald Ebner";"GRÜNE";1964;"Baden-Württemberg";;"8. Juli 1964";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/E/ebner_harald.html";"harald.ebner@bundestag.de"
"Sebastian Edathy";"SPD";1969;"Niedersachsen";"Nienburg II – Schaumburg";"5. September 1969";"http://edathy.de/";"sebastian.edathy@bundestag.de"
"Ingo Egloff";"SPD";1956;"Hamburg";;"15. Mai 1956";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/E/egloff_ingo.html";"ingo.egloff@bundestag.de"
"Siegmund Ehrmann";"SPD";1952;"Nordrhein-Westfalen";"Krefeld II – Wesel II";"24. Januar 1952";"http://www.siegmund-ehrmann.de/";"siegmund.ehrmann@bundestag.de"
"Dagmar Enkelmann";"DIE LINKE";1956;"Brandenburg";"Märkisch-Oderland – Barnim II";"5. April 1956";"http://www.dagmar-enkelmann.de";"dagmar.enkelmann@bundestag.de"
"Rainer Erdel";"FDP";1955;"Bayern";;"7. Juni 1955";"http://www.rainer-erdel.de";"rainer.erdel@bundestag.de"
"Gernot Erler";"SPD";1944;"Baden-Württemberg";"Freiburg";"3. Mai 1944";"http://www.gernot-erler.de";"gernot.erler@bundestag.de"
"Klaus Ernst";"DIE LINKE";1954;"Bayern";;"1. November 1954";"http://www.klaus-ernst-mdb.de/";"klaus.ernst@bundestag.de"
"Petra Ernstberger";"SPD";1955;"Bayern";;"11. November 1955";"http://www.petra-ernstberger.de/";"petra.ernstberger@bundestag.de"
"Jörg van Essen";"FDP";1947;"Nordrhein-Westfalen";;"29. September 1947";"http://www.joerg-van-essen.de";"joerg.essen@bundestag.de"
"Karin Evers-Meyer";"SPD";1949;"Niedersachsen";"Friesland – Wilhelmshaven";"10. September 1949";"http://www.evers-meyer.de/";"karin.evers-meyer@bundestag.de"
"Thomas Feist";"CDU";1965;"Sachsen";"Leipzig II";"8. April 1965";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/F/feist_thomas.html";"thomas.feist@bundestag.de"
"Hans-Josef Fell";"GRÜNE";1952;"Bayern";;"7. Januar 1952";"http://www.hans-josef-fell.de/";"hans-josef.fell@bundestag.de"
"Enak Ferlemann";"CDU";1963;"Niedersachsen";"Cuxhaven – Stade II";"12. Juli 1963";"http://www.enak-ferlemann.de/";"enak.ferlemann@bundestag.de"
"Elke Ferner";"SPD";1958;"Saarland";;"5. Mai 1958";"http://www.elke-ferner.de/";"elke.ferner@bundestag.de"
"Ingrid Fischbach";"CDU";1957;"Nordrhein-Westfalen";;"25. Juni 1957";"http://www.ingrid-fischbach.de/";"ingrid.fischbach@bundestag.de"
"Axel Fischer";"CDU";1966;"Baden-Württemberg";"Karlsruhe-Land";"5. Mai 1966";"http://www.fischer-mdb.de/";"axel.fischer@bundestag.de"
"Dirk Fischer";"CDU";1943;"Hamburg";"Hamburg-Nord";"29. November 1943";"http://www.dirkfischermdb.de/";"dirk.fischer@bundestag.de"
"Hartwig Fischer";"CDU";1948;"Niedersachsen";;"14. November 1948";"http://www.hartwig-fischer.de/";"hartwig.fischer@bundestag.de"
"Ulrike Flach";"FDP";1951;"Nordrhein-Westfalen";;"1. Januar 1951";"http://www.ulrike-flach.de";"ulrike.flach@bundestag.de"
"Maria Flachsbarth";"CDU";1963;"Niedersachsen";;"2. Juni 1963";"http://www.flachsbarth.info";"maria.flachsbarth@bundestag.de"
"Klaus-Peter Flosbach";"CDU";1952;"Nordrhein-Westfalen";"Oberbergischer Kreis";"8. Januar 1952";"http://www.klaus-peter-flosbach.de/";"klaus-peter.flosbach@bundestag.de"
"Gabriele Fograscher";"SPD";1957;"Bayern";;"6. Mai 1957";"http://www.gabi-fograscher.de/";"gabriele.fograscher@bundestag.de"
"Edgar Franke";"SPD";1960;"Hessen";"Schwalm-Eder";"21. Januar 1960";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/F/franke_edgar.html";"edgar.franke@bundestag.de"
"Herbert Frankenhauser";"CSU";1945;"Bayern";"München-Ost";"23. Juli 1945";"http://www.herbert-frankenhauser.de/";"herbert.frankenhauser@bundestag.de"
"Dagmar Freitag";"SPD";1953;"Nordrhein-Westfalen";"Märkischer Kreis II";"3. März 1953";"http://www.dagmar-freitag.de";"dagmar.freitag@bundestag.de"
"Otto Fricke";"FDP";1965;"Nordrhein-Westfalen";;"21. November 1965";"http://www.ottofricke.de/";"otto.fricke@bundestag.de"
"Paul Friedhoff";"FDP";1943;"Nordrhein-Westfalen";;"2. Februar 1943";"http://www.paul-friedhoff.de";"paul.friedhoff@bundestag.de"
"Hans-Peter Friedrich";"CSU";1957;"Bayern";"Hof";"10. März 1957";"http://www.hp-friedrich.de";"hans-peter.friedrich@bundestag.de"
"Peter Friedrich";"SPD";1972;"Baden-Württemberg";;"6. Mai 1972";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/F/friedrich_peter.html";"peter.friedrich@bundestag.de"
"Michael Frieser";"CSU";1964;"Bayern";"Nürnberg-Süd";"30. März 1964";"http://www.michael-frieser.de";"michael.frieser@bundestag.de"
"Erich G. Fritz";"CDU";1946;"Nordrhein-Westfalen";;"9. Dezember 1946";"http://www.erich-fritz.de/";"erich.fritz@bundestag.de"
"Michael Fuchs";"CDU";1949;"Rheinland-Pfalz";"Koblenz";"6. Februar 1949";"http://www.cdu-fuchs.de/";"michael.fuchs@bundestag.de"
"Hans-Joachim Fuchtel";"CDU";1952;"Baden-Württemberg";"Calw";"13. Februar 1952";"http://www.fuchtel.de/";"hans-joachim.fuchtel@bundestag.de"
"Alexander Funk";"CDU";1974;"Saarland";"Homburg";"18. Juni 1974";"http://www.alex-funk.de/";"alexander.funk@bundestag.de"
"Sigmar Gabriel";"SPD";1959;"Niedersachsen";"Salzgitter – Wolfenbüttel";"12. September 1959";"http://sigmargabriel.de/";"sigmar.gabriel@bundestag.de"
"Ingo Gädechens";"CDU";1960;"Schleswig-Holstein";"Ostholstein";"30. Juli 1960";"http://ingo-gädechens.de";"ingo.gaedechens@bundestag.de"
"Thomas Gambke";"GRÜNE";1949;"Bayern";;"16. Oktober 1949";"http://t-gambke.de/";"thomas.gambke@bundestag.de"
"Peter Gauweiler";"CSU";1949;"Bayern";"München-Süd";"22. Juni 1949";"http://www.peter-gauweiler.de/";"peter.gauweiler@bundestag.de"
"Thomas Gebhart";"CDU";1971;"Rheinland-Pfalz";"Südpfalz";"20. Dezember 1971";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/G/gebhart_thomas.html";"thomas.gebhart@bundestag.de"
"Wolfgang Gehrcke";"DIE LINKE";1943;"Hessen";;"8. September 1943";"http://www.wolfgang-gehrcke.de";"wolfgang.gehrcke@bundestag.de"
"Kai Gehring";"GRÜNE";1977;"Nordrhein-Westfalen";;"26. Dezember 1977";"http://www.kai-gehring.de/";"kai.gehring@bundestag.de"
"Norbert Geis";"CSU";1939;"Bayern";"Aschaffenburg";"13. Januar 1939";"http://www.norbert-geis.de/";"norbert.geis@bundestag.de"
"Edmund Geisen";"FDP";1949;"Rheinland-Pfalz";;"5. März 1949";"http://www.edmund-geisen.de";"edmund.geisen@bundestag.de"
"Michael Gerdes";"SPD";1960;"Nordrhein-Westfalen";"Bottrop – Recklinghausen III";"23. Mai 1960";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/G/gerdes_michael.html";"michael.gerdes@bundestag.de"
"Wolfgang Gerhardt";"FDP";1943;"Hessen";;"31. Dezember 1943";"http://www.wolfgang-gerhardt.de/";"wolfgang.gerhardt@bundestag.de"
"Alois Gerig";"CDU";1956;"Baden-Württemberg";"Odenwald – Tauber";"30. Januar 1956";"http://www.alois-gerig.de";"alois.gerig@bundestag.de"
"Martin Gerster";"SPD";1971;"Baden-Württemberg";;"30. August 1971";"http://www.martin-gerster.de/";"martin.gerster@bundestag.de"
"Eberhard Gienger";"CDU";1951;"Baden-Württemberg";"Neckar-Zaber";"21. Juli 1951";"http://www.gienger-mdb.de/";"eberhard.gienger@bundestag.de"
"Iris Gleicke";"SPD";1964;"Thüringen";;"18. Juli 1964";"http://www.iris-gleicke.de/";"iris.gleicke@bundestag.de"
"Michael Glos";"CSU";1944;"Bayern";"Schweinfurt";"14. Dezember 1944";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/G/glos_michael.html";"michael.glos@bundestag.de"
"Günter Gloser";"SPD";1950;"Bayern";;"27. Januar 1950";"http://www.guenter-gloser.de/";"guenter.gloser@bundestag.de"
"Nicole Gohlke";"DIE LINKE";1975;"Bayern";;"15. November 1975";"http://www.nicole-gohlke.de/";"nicole.gohlke@bundestag.de"
"Hans-Michael Goldmann";"FDP";1946;"Niedersachsen";;"1. Juli 1946";"http://www.michael-goldmann.de/";"hans-michael.goldmann@bundestag.de"
"Heinz Golombeck";"FDP";1948;"Baden-Württemberg";;"19. Oktober 1948";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/G/golombeck_heinz.html";"heinz.golombeck@bundestag.de"
"Diana Golze";"DIE LINKE";1975;"Brandenburg";;"18. Juni 1975";"http://www.diana-golze.de";"diana.golze@bundestag.de"
"Josef Göppel";"CSU";1950;"Bayern";"Ansbach";"16. August 1950";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/G/goeppel_josef.html";"josef.goeppel@bundestag.de"
"Katrin Göring-Eckardt";"GRÜNE";1966;"Thüringen";;"3. Mai 1966";"http://www.goering-eckardt.de/";"katrin.goering-eckardt@bundestag.de"
"Ulrike Gottschalck";"SPD";1955;"Hessen";"Kassel";"8. November 1955";"http://www.ulrike-gottschalck.de";"ulrike.gottschalck@bundestag.de"
"Peter Götz";"CDU";1947;"Baden-Württemberg";"Rastatt";"24. September 1947";"http://www.goetzpeter.de/";"peter.goetz@bundestag.de"
"Wolfgang Götzer";"CSU";1955;"Bayern";"Landshut";"10. Januar 1955";"http://www.wolfganggoetzer.de/";"wolfgang.goetzer@bundestag.de"
"Angelika Graf";"SPD";1947;"Bayern";;"10. Mai 1947";"http://www.grafspd.de/";"angelika.graf@bundestag.de"
"Ute Granold";"CDU";1955;"Rheinland-Pfalz";"Mainz";"2. März 1955";"http://www.granold.de";"ute.granold@bundestag.de"
"Kerstin Griese";"SPD";1966;"Nordrhein-Westfalen";;"6. Dezember 1966";"http://www.kerstin-griese.de/";"kerstin.griese@bundestag.de"
"Reinhard Grindel";"CDU";1961;"Niedersachsen";"Rotenburg I – Soltau-Fallingbostel";"19. September 1961";"http://www.reinhard-grindel.de/";"reinhard.grindel@bundestag.de"
"Hermann Gröhe";"CDU";1961;"Nordrhein-Westfalen";"Neuss I";"25. Februar 1961";"http://www.hermann-groehe.de";"hermann.groehe@bundestag.de"
"Michael Groschek";"SPD";1956;"Nordrhein-Westfalen";"Oberhausen – Wesel III";"9. Dezember 1956";"http://www.bundestag.de/bundestag/abgeordnete17/biografien/G/groschek_michael.html";"michael.groschek@bundestag.de"
"Michael Groß";"SPD";1956;"Nordrhein-Westfalen";"Recklinghausen II";"26. Juli 1956";"http://www.michael-gross-online.de";"michael.groß@bundestag.de"
"Michael Grosse-Brömer";"CDU";1960;"Niedersachsen";"Harburg";"12. Oktober 1960";"http://www.m-grosse-broemer.de/";"michael.grosse-broemer@bundestag.de"
"Astrid Grotelüschen";"CDU";1964;"Niedersachsen";"Delmenhorst – Wesermarsch – Oldenburg-Land";"9. Dezember 1964";"http://www.astrid-grotelueschen.de/";"astrid.grotelueschen@bundestag.de"
